rank,name,age,country,time,track,date
3096,Helena Powierża                  ,L55,POL," 3.12,02",Tomaszów-Mazowiecki (POL),11/9/2019
3097,Nadezhda Egorova                 ,L? ,KAZ," 3.12,17",Nur-Sultan (KAZ)         ,3/3/2020
3098,Mako Takahashi                   ,L? ,JPN," 3.12,22",Obihiro (JPN)            ,1/25/2020
3099,Anna Bakker                      ,LN1,NED," 3.12,24",Breda (NED)              ,2/15/2020
3100,Zelda Welgraven                  ,LN1,NED," 3.12,39",Deventer (NED)           ,1/25/2020
3101,Andreea Moldovan                 ,LC2,ROU," 3.12,64",Zakopane (POL)           ,12/20/2019
3102,Margreet Kamper                  ,L50,NED," 3.12,68",Amsterdam (NED)          ,11/16/2019
3103,Linnea Melgårdshagen             ,LYC,NOR," 3.12,84",Hundorp (NOR)            ,1/15/2020
3104,Angelina Goryanova               ,LC1,RUS," 3.13,00",Vologda (RUS)            ,12/14/2019
3105,Elke Asjes                       ,LC2,NED," 3.13,24",Amsterdam (NED)          ,11/16/2019
3106,Margarita Filippova              ,LB1,RUS," 3.13,53",Moscow (RUS)             ,1/25/2020
3107,Therese Staal Brekke             ,L40,NOR," 3.13,91",Geithus (NOR)            ,2/22/2020
3108,Hannah Grant                     ,LA2,GBR," 3.13,93",Den Haag (NED)           ,12/8/2019
3109,Viktoriya Sysoeva                ,L? ,RUS," 3.14,06",Kolomna (RUS)            ,11/5/2019
3109,Amgalanbayar Solongo             ,LB2,MGL," 3.14,06",Ulaanbaatar (MGL)        ,1/18/2020
3111,Irene Heijink                    ,LN4,NED," 3.14,52",Enschede (NED)           ,2/15/2020
3112,Nadezhda Dakhno                  ,L65,RUS," 3.14,53",Kolomna (RUS)            ,12/7/2019
3113,Anna Talantopoulos               ,L? ,GER," 3.14,67",Inzell (GER)             ,11/24/2019
3114,Elizaveta Golovko                ,LC1,KAZ," 3.14,81",Nur-Sultan (KAZ)         ,3/3/2020
3115,Mariya Terekhina                 ,LC1,RUS," 3.14,83",Kirov (RUS)              ,1/11/2020
3116,Mila Schreuder                   ,LC1,NED," 3.14,91",Amsterdam (NED)          ,11/16/2019
3117,Meike Goud                       ,LA1,NED," 3.14,95",Breda (NED)              ,2/8/2020
3118,Myrthe van de Grint              ,LB2,NED," 3.15,10",Utrecht (NED)            ,2/22/2020
3119,Yuqing Shi                       ,L? ,CHN," 3.15,11",Harbin (CHN)             ,12/7/2019
3120,Lisandra Tarmet                  ,LYC,EST," 3.15,22",Tallinn (EST)            ,3/7/2020
3121,Luvsandagva Altantsetseg         ,L65,MGL," 3.15,28",Innsbruck (AUT)          ,1/17/2020
3122,Carla Schenkeveld                ,L55,NED," 3.15,35",Utrecht (NED)            ,2/22/2020
3123,Lindsey Andeweg                  ,LSA,NED," 3.15,48",Deventer (NED)           ,12/14/2019
3124,Justine Joly                     ,LYB,CAN," 3.15,63",Lake Placid (USA)        ,1/11/2020
3125,Akeho Tooyama                    ,L? ,JPN," 3.15,64",Ena (JPN)                ,12/13/2019
3126,Valentina Krivenko               ,L60,RUS," 3.15,71",Kolomna (RUS)            ,2/29/2020
3127,Erdenesaikhan Nomingoo           ,LB2,MGL," 3.15,80",Ulaanbaatar (MGL)        ,1/18/2020
3128,Maria Hansen                     ,LYB,CAN," 3.16,22",Fort Saint John (CAN)    ,1/11/2020
3129,Eva Bijsterbosch                 ,LC1,NED," 3.16,78",Utrecht (NED)            ,11/16/2019
3130,Olesya Sorokina                  ,LC1,RUS," 3.16,80",Nizhny Novgorod (RUS)    ,12/17/2019
3131,Marie-Felix Guérin               ,LYB,CAN," 3.16,95",Lake Placid (USA)        ,1/11/2020
3131,Biborka Szep                     ,L? ,ROU," 3.16,95",Inzell (GER)             ,2/9/2020
3133,Cleo de Rooij                    ,LB1,NED," 3.17,06",Haarlem (NED)            ,2/8/2020
3134,Felicity Beauregard              ,LC1,CAN," 3.17,14",Calgary (CAN)            ,1/11/2020
3135,Sandra Aarsen-Maarse             ,L45,NED," 3.17,26",Haarlem (NED)            ,2/8/2020
3136,Fiona Chandler                   ,LA2,CAN," 3.17,44",Fort Saint John (CAN)    ,1/25/2020
3137,Kazuko Takahashi                 ,L? ,JPN," 3.17,72",Ikaho (JPN)              ,1/18/2020
3138,Emma Sprukkelhorst               ,LB1,NED," 3.18,08",Heerenveen (NED)         ,2/8/2020
3139,Imiliya Ivanova                  ,L? ,RUS," 3.18,20",Nizhny Novgorod (RUS)    ,12/17/2019
3140,Conny de Vrieze                  ,L60,NED," 3.18,30",Breda (NED)              ,2/8/2020
3141,Ella van der Sijde               ,LC1,NED," 3.18,32",Utrecht (NED)            ,2/22/2020
3142,Lea Dostálová                    ,LB1,CZE," 3.18,55",Tomaszów-Mazowiecki (POL),9/28/2019
3143,Viktoriya Bogdanova              ,LC1,RUS," 3.18,66",Perm (RUS)               ,2/8/2020
3144,Ilse Adema                       ,LC1,NED," 3.18,75",Utrecht (NED)            ,2/22/2020
3145,Siri Gihle Lund                  ,L55,NOR," 3.18,79",Geithus (NOR)            ,12/29/2019
3146,Polina Artemenko                 ,L? ,UKR," 3.18,81",Minsk (BLR)              ,2/29/2020
3147,Miriam T. Kind                   ,LYA,NOR," 3.18,86",Hamar (NOR)              ,12/1/2019
3148,Anine Haugnæs Bjørklund          ,LYA,NOR," 3.18,91",Gol (NOR)                ,2/22/2020
3149,Ekaterina Kostyukova             ,L? ,RUS," 3.18,93",Saint Petersburg (RUS)   ,11/19/2019
3150,Annemijn Verbeek                 ,LC1,NED," 3.18,94",Haarlem (NED)            ,2/29/2020
3151,Gertraud Budde                   ,L70,GER," 3.19,16",Berlin (GER)             ,2/15/2020
3152,Iris Ludwig-Nemeth               ,L60,GER," 3.19,33",Erfurt (GER)             ,12/7/2019
3153,Elle Borgen Steen                ,LYB,NOR," 3.19,34",Stavanger (NOR)          ,1/18/2020
3154,Paulien Groeneveld               ,LSA,NED," 3.19,40",Groningen (NED)          ,2/8/2020
3155,Kirya Aldewereld                 ,LN2,NED," 3.19,53",Den Haag (NED)           ,3/8/2020
3156,Julie Houle                      ,L55,CAN," 3.19,54",Innsbruck (AUT)          ,1/17/2020
3157,Jiayi Hao                        ,L? ,CHN," 3.19,63",Harbin (CHN)             ,12/7/2019
3158,Anastasiya Khvostova             ,LC2,RUS," 3.19,94",Chita (RUS)              ,3/12/2020
3159,Julia Fikken                     ,LSA,NED," 3.20,47",Enschede (NED)           ,2/15/2020
3160,Heike Gaasbeek                   ,L40,NED," 3.20,90",Utrecht (NED)            ,11/16/2019
3161,Petra van der Voorn              ,L55,AUT," 3.21,05",Innsbruck (AUT)          ,1/17/2020
3162,Samuelle Tremblay                ,LYC,CAN," 3.21,09",Lake Placid (USA)        ,1/11/2020
3163,Lisa Brandt                      ,LC1,NED," 3.21,12",Amsterdam (NED)          ,11/16/2019
3164,Kimberly Vuurboom                ,LSA,NED," 3.21,15",Utrecht (NED)            ,11/30/2019
3165,Sophie van Hout                  ,LC1,NED," 3.21,19",Nijmegen (NED)           ,12/8/2019
3166,Henriëtte van den Heuvel         ,L65,NED," 3.21,22",Eindhoven (NED)          ,2/8/2020
3167,Paulina Wierońska                ,L40,POL," 3.21,26",Warsaw (POL)             ,3/1/2020
3168,Ulyana Naumenko                  ,LA1,RUS," 3.21,33",Krasnoyarsk (RUS)        ,2/29/2020
3169,Ekaterina Lejko                  ,L? ,KAZ," 3.21,39",Nur-Sultan (KAZ)         ,2/13/2020
3170,Natalya Dobychina                ,LC1,RUS," 3.21,55",Vologda (RUS)            ,12/14/2019
3171,Elina Satdinova                  ,L? ,RUS," 3.21,69",Ekaterinburg (RUS)       ,11/30/2019
3172,Joanna Walters                   ,L70,USA," 3.21,84",Collalbo (ITA)           ,1/24/2020
3173,Joanneke Meijer                  ,LSA,NED," 3.21,89",Utrecht (NED)            ,3/1/2020
3174,Sofya Ovchinnikova               ,L? ,RUS," 3.22,49",Moscow (RUS)             ,1/25/2020
3175,Myrthe Reen                      ,L30,NED," 3.22,56",Deventer (NED)           ,11/23/2019
3176,Ella Braam                       ,LYD,NED," 3.22,82",Utrecht (NED)            ,1/26/2020
3177,Manaka Uetsu                     ,L? ,JPN," 3.22,91",Morioka (JPN)            ,2/22/2020
3178,Aleksandra Evdokimova            ,LB1,RUS," 3.22,92",Nizhny Novgorod (RUS)    ,12/17/2019
3179,Anna van der Stok                ,L45,NED," 3.22,93",Utrecht (NED)            ,11/16/2019
3180,Ulyana Bazhukova                 ,L? ,RUS," 3.22,95",Nizhny Novgorod (RUS)    ,12/17/2019
3181,Nyambuu Erdenetuya               ,L60,MGL," 3.23,15",Innsbruck (AUT)          ,1/17/2020
3182,Maria Hoonberg                   ,LC1,NED," 3.23,36",Enschede (NED)           ,1/18/2020
3183,Amy Noordstrand                  ,LC1,NED," 3.23,45",Hoorn (NED)              ,11/24/2019
3184,Julia Snelgrove                  ,L? ,CAN," 3.23,60",Halifax (CAN)            ,1/25/2020
3185,Anastasiya Zlobina               ,LC2,RUS," 3.23,98",Khabarovsk (RUS)         ,1/18/2020
3186,Aleksandra Ermoeva               ,LC2,RUS," 3.24,19",Olenegorsk (RUS)         ,3/14/2020
3187,Irina Vladykina                  ,L? ,RUS," 3.24,89",Kolomna (RUS)            ,2/29/2020
3188,Annabel Kolk                     ,LC2,NED," 3.25,10",Haarlem (NED)            ,2/8/2020
3189,Darya Grebneva (2006)            ,LC1,RUS," 3.25,18",Perm (RUS)               ,2/8/2020
3190,Amelia Perkins                   ,LC1,CAN," 3.25,31",Calgary (CAN)            ,2/16/2020
3191,Mikaella Sullivan                ,LC2,CAN," 3.25,33",Red Deer (CAN)           ,2/9/2020
3192,Anezka Skupinová                 ,LYA,CZE," 3.25,69",Inzell (GER)             ,1/5/2020
3193,Milla Grønvold Andersen          ,LYB,NOR," 3.25,77",Geithus (NOR)            ,11/16/2019
3194,Sire Nurgamaa                    ,L45,EST," 3.25,88",Tallinn (EST)            ,3/7/2020
3195,Christine van Dijk               ,L35,NED," 3.25,90",Amsterdam (NED)          ,12/28/2019
3195,Simone de Jong                   ,LSA,NED," 3.25,90",Den Haag (NED)           ,3/8/2020
3197,Ekaterina Kropanceva             ,LC1,RUS," 3.26,03",Ekaterinburg (RUS)       ,11/30/2019
3198,Nikki Plug                       ,LN2,NED," 3.26,30",Utrecht (NED)            ,11/30/2019
3199,Emma Clay                        ,LB2,USA," 3.26,98",Lake Placid (USA)        ,1/31/2020
3200,Liesbeth Schipper                ,L? ,NED," 3.27,17",Alkmaar (NED)            ,1/18/2020
3201,Noa Vonk                         ,LN1,NED," 3.27,18",Nijmegen (NED)           ,1/26/2020
3202,Ciska den Boer                   ,LN2,NED," 3.27,19",Breda (NED)              ,2/8/2020
3203,Marina Ostanina                  ,LC2,RUS," 3.27,40",Chelyabinsk (RUS)        ,11/16/2019
3203,Varvara Timokhina                ,LC1,RUS," 3.27,40",Kirov (RUS)              ,1/11/2020
3205,Ekatserina Parfelova             ,L? ,BLR," 3.27,42",Minsk (BLR)              ,3/7/2020
3206,Ksenia Kuhoreva                  ,L? ,BLR," 3.27,47",Minsk (BLR)              ,3/7/2020
3207,Saaga Rintala                    ,LYB,FIN," 3.27,69",Seinäjoki (FIN)          ,3/7/2020
3208,Britney van der Steen            ,LN1,NED," 3.27,94",Den Haag (NED)           ,3/8/2020
3209,Rossella Sardi                   ,L60,ITA," 3.28,14",Collalbo (ITA)           ,1/24/2020
3210,Lisanne Indela                   ,LYC,EST," 3.28,79",Tallinn (EST)            ,3/7/2020
3211,Lea Franziska Esch               ,L? ,AUT," 3.28,85",Collalbo (ITA)           ,1/11/2020
3212,Merel Hoogervorst                ,LN4,NED," 3.29,02",Enschede (NED)           ,2/15/2020
3213,Maartje Jilesen                  ,LC2,NED," 3.29,08",Haarlem (NED)            ,2/8/2020
3214,Yvonne Kuin                      ,L55,NED," 3.29,13",Hoorn (NED)              ,10/13/2019
3215,Ekatsiarina Bulanova             ,L? ,BLR," 3.29,57",Minsk (BLR)              ,12/6/2019
3216,Irina Toropova                   ,L50,RUS," 3.29,59",Kolomna (RUS)            ,2/29/2020
3217,Shirley Negenman                 ,LA2,NED," 3.30,05",Alkmaar (NED)            ,11/9/2019
3218,Liesbeth Verhoeff                ,L40,NED," 3.30,27",Eindhoven (NED)          ,2/15/2020
3219,Olga Makarova (1948)             ,L70,RUS," 3.30,46",Kolomna (RUS)            ,12/7/2019
3220,Carin van der Wal                ,L50,NED," 3.30,61",Amsterdam (NED)          ,1/26/2020
3221,Anita Schreuder                  ,L45,NED," 3.30,65",Deventer (NED)           ,11/23/2019
3222,Rimma Galkina                    ,L? ,KAZ," 3.31,07",Nur-Sultan (KAZ)         ,11/6/2019
3223,Martine Nordstrand               ,LYA,NOR," 3.31,29",Hamar (NOR)              ,12/1/2019
3224,Oksana Pushkina                  ,L? ,RUS," 3.31,42",Moscow (RUS)             ,1/25/2020
3225,Marieke Siemonsma                ,L65,NED," 3.31,85",Utrecht (NED)            ,11/16/2019
3226,Elsa Geerts                      ,LB2,NED," 3.32,36",Eindhoven (NED)          ,2/8/2020
3227,Zoya Dagbanova                   ,LC1,RUS," 3.33,12",Chita (RUS)              ,2/6/2020
3228,Joke Ubink                       ,L55,NED," 3.33,16",Haarlem (NED)            ,2/8/2020
3229,Esther Bakker                    ,L35,NED," 3.34,05",Geleen (NED)             ,2/15/2020
3230,Melissa Scutchings               ,LYA,CAN," 3.34,70",Regina (CAN)             ,2/2/2020
3231,Iris Wagenaar                    ,LN1,NED," 3.35,46",Alkmaar (NED)            ,2/1/2020
3232,Rachel Michielsen                ,LA1,NED," 3.36,11",Breda (NED)              ,2/8/2020
3233,Elize Rietveld                   ,LB1,NED," 3.36,48",Geleen (NED)             ,2/15/2020
3234,Anne Schoon                      ,LN4,NED," 3.36,92",Alkmaar (NED)            ,1/18/2020
3235,Jasmine Helfenstein              ,L? ,CAN," 3.37,13",Halifax (CAN)            ,1/25/2020
3236,Inge de Koning                   ,LC1,NED," 3.37,37",Haarlem (NED)            ,12/8/2019
3237,Dyanne Haandrikman               ,LB1,NED," 3.37,39",Groningen (NED)          ,2/29/2020
3238,Sophia Hrycuik                   ,LYA,CAN," 3.37,51",Regina (CAN)             ,2/2/2020
3239,Femke Nijenhuis                  ,LC1,NED," 3.37,88",Geleen (NED)             ,1/25/2020
3240,Anastasiya Chernysheva           ,LC2,RUS," 3.38,20",Perm (RUS)               ,1/25/2020
3241,Margrethe Vårvik                 ,LYA,NOR," 3.38,48",Trondheim-Leangen (NOR)  ,1/4/2020
3242,Sanne van der Steeg              ,L? ,NED," 3.38,64",Haarlem (NED)            ,2/8/2020
3243,Monique Zandbeek                 ,LC1,NED," 3.38,98",Grefrath (GER)           ,12/7/2019
3244,Julia Wright                     ,L35,CAN," 3.39,45",Fort Saint John (CAN)    ,1/25/2020
3245,Cornelia de Korte                ,LYA,NOR," 3.39,65",Gol (NOR)                ,2/22/2020
3246,Merel Smits                      ,LC2,NED," 3.39,69",Breda (NED)              ,2/8/2020
3247,Shiho Niimura                    ,L? ,JPN," 3.39,77",Fujikyu (JPN)            ,1/18/2020
3248,Elien Schildermans               ,LB1,BEL," 3.39,78",Eindhoven (NED)          ,3/8/2020
3249,Purevmaa Magsar                  ,L60,MGL," 3.39,86",Innsbruck (AUT)          ,1/17/2020
3250,José Roodenburg                  ,L40,NED," 3.40,35",Haarlem (NED)            ,2/8/2020
3251,Anita van Wieringen              ,L50,NED," 3.40,45",Haarlem (NED)            ,2/8/2020
3252,Dalí Piepers                     ,LB1,NED," 3.40,62",Eindhoven (NED)          ,2/8/2020
3253,Liv Anne Berget                  ,LYA,NOR," 3.40,71",Gol (NOR)                ,2/22/2020
3254,Viola Kuldvere                   ,L50,NOR," 3.40,79",Geithus (NOR)            ,2/22/2020
3255,Yoshino Furuto                   ,L? ,JPN," 3.40,83",Fujikyu (JPN)            ,1/18/2020
3256,Kseniya Grebneva                 ,LC1,RUS," 3.40,84",Perm (RUS)               ,1/25/2020
3257,Esther de Graaf                  ,L40,NED," 3.41,21",Haarlem (NED)            ,2/8/2020
3258,Unna Muhonen                     ,L? ,FIN," 3.41,52",Seinäjoki (FIN)          ,12/14/2019
3259,Bianca van den Outenaar          ,L45,NED," 3.42,02",Leeuwarden (NED)         ,1/26/2020
3260,Ulyana Perelomova                ,LC2,RUS," 3.42,56",Chita (RUS)              ,3/12/2020
3261,Richtje Taal                     ,L70,NED," 3.43,22",Alkmaar (NED)            ,11/16/2019
3262,Piret Saare                      ,L40,EST," 3.43,48",Tallinn (EST)            ,3/7/2020
3263,Violetta Fedurina                ,LC1,RUS," 3.43,92",Chita (RUS)              ,2/6/2020
3264,Christel Jacquot                 ,L30,NED," 3.44,16",Geleen (NED)             ,2/15/2020
3265,Isabelle Swart                   ,LB1,NED," 3.44,27",Eindhoven (NED)          ,2/8/2020
3266,Tatyana Stepanova (1944)         ,L75,RUS," 3.44,35",Kolomna (RUS)            ,2/29/2020
3267,Benthe Heesen                    ,LC2,NED," 3.45,68",Grefrath (GER)           ,12/7/2019
3268,Erika Zheronkina                 ,LB2,RUS," 3.45,97",Olenegorsk (RUS)         ,3/6/2020
3269,Galina Ulyanycheva               ,L75,RUS," 3.46,39",Kolomna (RUS)            ,3/7/2020
3270,Jodi Roberts                     ,L40,CAN," 3.46,67",Fort Saint John (CAN)    ,1/25/2020
3271,Avalin Alexander                 ,LC2,CAN," 3.46,90",Fort Saint John (CAN)    ,12/14/2019
3272,Eline van Aert                   ,L? ,NED," 3.47,69",Haarlem (NED)            ,2/8/2020
3273,Inge Nederlof                    ,LC1,NED," 3.48,44",Breda (NED)              ,2/8/2020
3274,Christa Otterman                 ,L45,NED," 3.48,83",Heerenveen (NED)         ,2/8/2020
3275,Abigail Reimer                   ,L? ,CAN," 3.49,48",Calgary (CAN)            ,2/16/2020
3276,Simone van Mill                  ,LA2,NED," 3.49,49",Breda (NED)              ,2/15/2020
3277,Samantha Parmentier              ,LSA,NED," 3.51,41",Utrecht (NED)            ,11/30/2019
3278,Alena Sitnikova                  ,LC2,RUS," 3.51,82",Perm (RUS)               ,1/25/2020
3279,Juliëtte Bons                    ,LC1,NED," 3.52,70",Breda (NED)              ,2/8/2020
3280,Anneka Siegel                    ,L? ,CAN," 3.53,36",Halifax (CAN)            ,1/25/2020
3281,Johanne Berg                     ,LN3,NOR," 3.54,52",Hamar (NOR)              ,1/11/2020
3282,Suzanne Wiertsema                ,L45,NED," 3.55,08",Haarlem (NED)            ,2/8/2020
3283,Anne van den Heuvel              ,LC1,NED," 3.56,15",Eindhoven (NED)          ,2/15/2020
3284,Hilja Hiltunen                   ,LYE,FIN," 3.56,26",Seinäjoki (FIN)          ,3/7/2020
3285,Heather Hansen                   ,L? ,CAN," 3.58,29",Fort Saint John (CAN)    ,12/14/2019
3286,Carla van der Zwaard             ,L55,NED," 3.58,34",Haarlem (NED)            ,2/8/2020
3287,Valeriya Kobeleva                ,LC2,RUS," 3.58,42",Murmansk (RUS)           ,12/28/2019
3288,Cassandra Schofield              ,L? ,CAN," 3.58,53",Halifax (CAN)            ,1/25/2020
3289,Vladislava Rudenko               ,LC1,RUS," 3.59,05",Chita (RUS)              ,2/6/2020
3290,Maude Perron                     ,LYD,CAN," 3.59,17",Lake Placid (USA)        ,1/11/2020
3291,Ilja van Geest                   ,LC1,NED," 3.59,24",Haarlem (NED)            ,1/5/2020
3292,Sandra van den Kehof             ,L? ,NED," 3.59,57",Geleen (NED)             ,2/15/2020
3293,KC Otida                         ,L? ,FIN," 3.59,79",Helsinki (FIN)           ,2/8/2020
3294,Annemarie van der Steen          ,L35,NED," 4.00,16",Heerenveen (NED)         ,2/8/2020
3295,Arina Kandakova                  ,LC1,RUS," 4.03,55",Chita (RUS)              ,2/6/2020
3296,Bea Rigter                       ,L50,NED," 4.03,85",Utrecht (NED)            ,3/1/2020
3297,Cynthia Head                     ,L? ,CAN," 4.04,14",Ottawa (CAN)             ,1/25/2020
