2019-2020 500m Ladies

 3226	Haixin Yu                            	L? 	CHN	   50,16	Harbin (CHN)             	15 Nov 2019
 3226	Evi Brandhorst                       	LC2	NED	   50,16	Eindhoven (NED)          	16 Nov 2019
 3226	Anastasiya Patrusheva                	LB1	RUS	   50,16	Chelyabinsk (RUS)        	28 Jan 2020
 3226	Esmée Meijer (2007)                  	LYA	NED	   50,16	Heerenveen (NED)         	1 Feb 2020
 3226	Eva Bijsterbosch                     	LC1	NED	   50,16	Heerenveen (NED)         	9 Mar 2020
 3232	Faustyna Marzyńska                   	LYA	POL	   50,17	Zakopane (POL)           	16 Feb 2020
 3233	Philippa Draper                      	LB1	GBR	   50,18	Inzell (GER)             	2 Nov 2019
 3233	Margarita Garina                     	LC1	RUS	   50,18	Kolomna (RUS)            	5 Nov 2019
 3233	Agneta Seebold                       	LN4	GER	   50,18	Grefrath (GER)           	7 Dec 2019
 3233	Bente Möller                         	LC2	NED	   50,18	Inzell (GER)             	4 Jan 2020
 3233	Yuliya Zhukova                       	LC2	RUS	   50,18	Ekaterinburg (RUS)       	15 Jan 2020
 3233	Dianne Vos                           	LB2	NED	   50,18	Den Haag (NED)           	16 Feb 2020
 3233	Leonie Peddemors                     	LSA	NED	   50,18	Heerenveen (NED)         	29 Feb 2020
 3240	Anna Shatunova                       	LB1	RUS	   50,19	Chelyabinsk (RUS)        	29 Nov 2019
 3240	Antonia Francu Citre                 	LC2	ROU	   50,19	Inzell (GER)             	9 Feb 2020
 3240	Marit Stubø Jorde                    	L30	NOR	   50,19	Geithus (NOR)            	21 Feb 2020
 3240	Anna Shipulina                       	L? 	KAZ	   50,19	Nur-Sultan (KAZ)         	3 Mar 2020
 3244	Weronika Godlewska                   	LYA	POL	   50,20	Tomaszów-Mazowiecki (POL)	28 Dec 2019
 3244	Yuka Kikuchi                         	L? 	JPN	   50,20	Sapporo (JPN)            	16 Feb 2020
 3244	Marit van Valkenhoef                 	LC2	NED	   50,20	Leeuwarden (NED)         	23 Feb 2020
 3247	Bregje Nagelmaeker                   	LC1	NED	   50,21	Dronten (NED)            	15 Feb 2020
 3247	Maud Schutter                        	LB1	NED	   50,21	Heerenveen (NED)         	22 Feb 2020
 3247	Arina Rodionova (2005)               	LC1	KAZ	   50,21	Nur-Sultan (KAZ)         	3 Mar 2020
 3250	Merel Bos                            	LA1	NED	   50,22	Deventer (NED)           	8 Feb 2020
 3250	Karina Dubrovceva                    	LYA	RUS	   50,22	Ekaterinburg (RUS)       	16 Feb 2020
 3250	Milana Sharapova                     	L? 	RUS	   50,22	Kolomna (RUS)            	15 Mar 2020
 3253	Mette Ruseler                        	LA1	NED	   50,23	Dronten (NED)            	8 Feb 2020
 3253	Senna Hoornstra                      	LC2	NED	   50,23	Utrecht (NED)            	16 Feb 2020
 3253	Ewelina Tulkiewicz                   	LYA	POL	   50,23	Zakopane (POL)           	16 Feb 2020
 3256	Karina Pashnina                      	LB2	RUS	   50,24	Chelyabinsk (RUS)        	23 Oct 2019
 3256	Mirja Bubic                          	LYA	GER	   50,24	Erfurt (GER)             	21 Dec 2019
 3256	Lyubov Naumkina                      	LB2	RUS	   50,24	Divnogorsk (RUS)         	11 Jan 2020
 3256	Marloes Heus                         	L30	NED	   50,24	Utrecht (NED)            	18 Jan 2020
 3256	Darya Ivanova (2008)                 	LYC	RUS	   50,24	Ekaterinburg (RUS)       	16 Feb 2020
 3256	Meike Wagemakers                     	LB2	NED	   50,24	Breda (NED)              	7 Mar 2020
 3262	Francien Verweij                     	LA2	NED	   50,25	Alkmaar (NED)            	19 Oct 2019
 3262	Linda Noord                          	LN3	NED	   50,25	Groningen (NED)          	9 Nov 2019
 3262	Luka Sterk                           	LYC	NED	   50,25	Breda (NED)              	7 Mar 2020
 3262	Guusje Zautsen                       	LB1	NED	   50,25	Amsterdam (NED)          	7 Mar 2020
 3266	Linde Rijnders                       	LB1	NED	   50,26	Heerenveen (NED)         	14 Dec 2019
 3266	Roos Aarsen                          	LC2	NED	   50,26	Haarlem (NED)            	11 Jan 2020
 3266	Amanda van Leeuwen                   	LC1	NED	   50,26	Den Haag (NED)           	2 Feb 2020
 3266	Anna-Lena Gudmundsson                	L55	SWE	   50,26	Calgary (CAN)            	29 Feb 2020
 3266	Jildou van Felius                    	LC2	NED	   50,26	Enschede (NED)           	7 Mar 2020
 3271	Natalia Sadowska                     	LYB	POL	   50,27	Zakopane (POL)           	16 Feb 2020
 3271	Ella Pokpoon                         	LC1	NOR	   50,27	Stavanger (NOR)          	4 Mar 2020
 3273	Zuzanna Adamska                      	LC2	POL	   50,28	Tomaszów-Mazowiecki (POL)	18 Aug 2019
 3273	Sarah Stolwijk                       	LYC	NED	   50,28	Den Haag (NED)           	29 Feb 2020
 3273	Stella Summerfield                   	LYA	USA	   50,28	Milwaukee (USA)          	29 Feb 2020
 3276	Evita Krievane                       	L30	LAT	   50,29	Heerenveen (NED)         	20 Jul 2019
 3276	Aleksandra Mikhalyova                	L? 	RUS	   50,29	Ekaterinburg (RUS)       	15 Jan 2020
 3278	Mariya Kolgina                       	LYC	RUS	   50,31	Moscow (RUS)             	24 Jan 2020
 3278	Lara Gattamorta                      	LC1	ITA	   50,31	Collalbo (ITA)           	8 Feb 2020
 3278	Patrycja Balczerczyk                 	LYA	POL	   50,31	Zakopane (POL)           	15 Feb 2020
 3278	Svetlana Johnsen                     	L45	UKR	   50,31	Trondheim-Leangen (NOR)  	15 Feb 2020
 3282	Elizaveta Kalacheva                  	LC2	RUS	   50,32	Irkutsk (RUS)            	14 Dec 2019
 3282	Aleksandra Lukshina                  	LC2	RUS	   50,32	Nizhny Novgorod (RUS)    	17 Dec 2019
 3282	Carin Ketellapper                    	L35	NED	   50,32	Heerenveen (NED)         	26 Dec 2019
 3285	Anna Potapova (2)                    	L? 	RUS	   50,33	Irkutsk (RUS)            	3 Jan 2020
 3285	Annegreth Galczinsky                 	LYA	GER	   50,33	Erfurt (GER)             	18 Jan 2020
 3285	Polina Burkova (2006)                	LYA	RUS	   50,33	Kolomna (RUS)            	14 Mar 2020
 3288	Lisanne de Reus                      	LA2	NED	   50,34	Alkmaar (NED)            	1 Feb 2020
 3288	Josephine Grill                      	LYB	SWE	   50,34	Heerenveen (NED)         	28 Feb 2020
 3290	Niina Takahashi                      	L? 	JPN	   50,35	Sapporo (JPN)            	16 Feb 2020
 3290	Yuma Kimura                          	L? 	JPN	   50,35	Hachinohe-Nagane (JPN)   	22 Feb 2020
 3292	Hana Katsube                         	L? 	JPN	   50,36	Karuizawa (JPN)          	8 Feb 2020
 3292	Natsuki Sato                         	L? 	JPN	   50,36	Sapporo (JPN)            	16 Feb 2020
 3292	Elise Stabell-Jakobsen               	LC1	NOR	   50,36	Hamar (NOR)              	8 Mar 2020
 3295	Polina Vaulina                       	LB1	RUS	   50,37	Kolomna (RUS)            	5 Nov 2019
 3295	Darya Bakanova                       	LYA	RUS	   50,37	Kolomna (RUS)            	11 Jan 2020
 3297	Katherine Wagner                     	LC2	CAN	   50,38	Red Deer (CAN)           	9 Feb 2020
 3297	Zofia Grzywińska                     	LYC	POL	   50,38	Tomaszów-Mazowiecki (POL)	7 Mar 2020
 3299	Mei Konishi                          	L? 	JPN	   50,39	Sapporo (JPN)            	16 Feb 2020
 3300	Eline van Lindenberg                 	LN1	NED	   50,40	Heerenveen (NED)         	29 Oct 2019
 3300	Rian Buitendijk                      	L50	NED	   50,40	Breda (NED)              	11 Jan 2020
 3300	Marie-Theres Götze                   	LYA	GER	   50,40	Erfurt (GER)             	7 Mar 2020
 3303	Anna Kodyakova                       	LYB	RUS	   50,41	Chelyabinsk (RUS)        	26 Nov 2019
 3304	Hye-Yoon Jo                          	LYB	KOR	   50,42	Seoul (KOR)              	1 Dec 2019
 3304	Carlijn Mol                          	LC1	NED	   50,42	Haarlem (NED)            	8 Dec 2019
 3304	Ekaterina Mutovkina                  	LB2	RUS	   50,42	Nizhny Novgorod (RUS)    	17 Dec 2019
 3307	Regina Plenkova                      	LB1	RUS	   50,43	Irkutsk (RUS)            	14 Dec 2019
 3307	Simone Bader                         	LB2	NED	   50,43	Amsterdam (NED)          	8 Feb 2020
 3307	Aleksandra Muratova                  	LC1	RUS	   50,43	Kolomna (RUS)            	7 Mar 2020
 3307	Anastasiya Kuzmina (2005)            	LC1	RUS	   50,43	Chelyabinsk (RUS)        	11 Mar 2020
 3311	Aiko Tamaru                          	L? 	JPN	   50,44	Fujikyu (JPN)            	14 Dec 2019
 3311	Johanna Scheucher                    	LYB	GER	   50,44	Inzell (GER)             	18 Jan 2020
 3311	Hana Huizenga                        	L? 	JPN	   50,44	Sapporo (JPN)            	16 Feb 2020
 3314	Ilse van Ipenburg                    	LSA	NED	   50,45	Breda (NED)              	3 Nov 2019
 3314	Noemi Libralesso                     	LYA	ITA	   50,45	Baselga di Pinè (ITA)    	23 Feb 2020
 3314	Rebecca Thomas                       	LC1	CAN	   50,45	Fort Saint John (CAN)    	23 Feb 2020
 3314	Anastasiya Zubarevich                	L? 	RUS	   50,45	Moscow (RUS)             	25 Feb 2020
 3318	Darya Ryzhkova                       	LC2	RUS	   50,46	Chelyabinsk (RUS)        	11 Dec 2019
 3318	Vera Vinjé                           	LC1	NED	   50,46	Heerenveen (NED)         	19 Jan 2020
 3318	Femke Boskma                         	LYA	NED	   50,46	Heerenveen (NED)         	10 Feb 2020
 3321	Hailey Herold                        	LYC	GER	   50,47	Inzell (GER)             	24 Nov 2019
 3321	Kseniya Fetisova                     	L? 	RUS	   50,47	Kolomna (RUS)            	14 Dec 2019
 3323	Jee-Won Yang                         	LYC	KOR	   50,49	Seoul (KOR)              	14 Oct 2019
 3323	Nyam-Osor Shirmentuya                	LB1	MGL	   50,49	Ulaanbaatar (MGL)        	18 Jan 2020
 3323	Anya Liu                             	LC2	CAN	   50,49	Red Deer (CAN)           	9 Feb 2020
 3323	Sofiya Morozova (2006)               	LYA	RUS	   50,49	Ekaterinburg (RUS)       	16 Feb 2020
 3323	Olimpia Nowak                        	LYC	POL	   50,49	Tomaszów-Mazowiecki (POL)	16 Feb 2020
 3323	Saskia Tersteeg                      	LSA	NED	   50,49	Heerenveen (NED)         	22 Feb 2020
 3329	Eun-Jee Kim                          	LC1	KOR	   50,50	Seoul (KOR)              	20 Dec 2019
 3329	Natsuko Kuroiwa                      	L? 	JPN	   50,50	Ikaho (JPN)              	22 Dec 2019
 3329	Kseniya Lapina                       	LA2	RUS	   50,50	Irkutsk (RUS)            	3 Jan 2020
 3329	Julia Wilms                          	LA2	NED	   50,50	Enschede (NED)           	7 Mar 2020
 3333	Riko Kamada                          	L? 	JPN	   50,51	Kushiro (JPN)            	7 Dec 2019
 3333	Oda Kornelia Botten Kvam             	LA1	NOR	   50,51	Hamar (NOR)              	29 Dec 2019
 3333	Fabienne Maarse                      	LYB	NED	   50,51	Heerenveen (NED)         	11 Feb 2020
 3333	Miku Ito                             	L? 	JPN	   50,51	Sapporo (JPN)            	16 Feb 2020
 3337	Janneke de Kruijf-van Oort           	L50	NED	   50,52	Heerenveen (NED)         	23 Nov 2019
 3337	Crissy Rudolphi                      	LSA	NED	   50,52	Utrecht (NED)            	30 Nov 2019
 3337	Anastasiya Kunshhikova               	LB1	RUS	   50,52	Ekaterinburg (RUS)       	15 Jan 2020
 3337	Evelina Bychenko                     	L? 	KAZ	   50,52	Nur-Sultan (KAZ)         	5 Feb 2020
 3337	Marieke Diefenbach                   	LYB	GER	   50,52	Berlin (GER)             	7 Mar 2020
 3342	Polina Vasyutina                     	L? 	KAZ	   50,53	Nur-Sultan (KAZ)         	14 Oct 2019
 3342	Lieke Snijder                        	LYA	NED	   50,53	Groningen (NED)          	29 Feb 2020
 3344	Seri Suzuki                          	L? 	JPN	   50,54	Sapporo (JPN)            	16 Feb 2020
 3345	Mana Hamagashira                     	L? 	JPN	   50,55	Sapporo (JPN)            	16 Feb 2020
 3345	Iris Manthee                         	L55	GER	   50,55	Berlin (GER)             	29 Feb 2020
 3345	Aniek Jongerius                      	L30	NED	   50,55	Breda (NED)              	29 Feb 2020
 3348	Vasilisa Ershova                     	LYA	RUS	   50,56	Chelyabinsk (RUS)        	26 Nov 2019
 3348	Enkhmaa Anujin                       	LB1	MGL	   50,56	Ulaanbaatar (MGL)        	26 Jan 2020
 3348	Dewi Paardekooper                    	LN3	NED	   50,56	Leeuwarden (NED)         	26 Jan 2020
 3348	Darya Chernykh                       	LC1	RUS	   50,56	Chita (RUS)              	12 Mar 2020
 3352	Marit Dee                            	LA1	NED	   50,57	Haarlem (NED)            	12 Oct 2019
 3352	Olga Andreeva                        	LC2	RUS	   50,57	Chelyabinsk (RUS)        	11 Dec 2019
 3352	Anne Keppels                         	LYC	NED	   50,57	Enschede (NED)           	21 Dec 2019
 3355	Aleksandra Borzuta                   	LYA	POL	   50,58	Zakopane (POL)           	16 Feb 2020
 3356	Vladislava Mikhalyova                	L? 	RUS	   50,59	Ekaterinburg (RUS)       	15 Jan 2020
 3357	Noa Bruinsma                         	LC1	NED	   50,60	Heerenveen (NED)         	18 Jan 2020
 3358	Lina Petutschnigg                    	LYC	AUT	   50,61	Inzell (GER)             	24 Nov 2019
 3358	Joo Shin                             	LYB	KOR	   50,61	Seoul (KOR)              	1 Dec 2019
 3358	Seo-Yeon Lee                         	LYA	KOR	   50,61	Seoul (KOR)              	1 Dec 2019
 3358	Ekaterina Martynova                  	LC1	RUS	   50,61	Kolomna (RUS)            	14 Dec 2019
 3358	Maud van Goor                        	LSA	NED	   50,61	Groningen (NED)          	7 Mar 2020
 3363	Annika van der Meij                  	LC1	NED	   50,62	Leeuwarden (NED)         	6 Oct 2019
 3363	Josie Wiehr                          	LYA	GER	   50,62	Inzell (GER)             	16 Oct 2019
 3363	Ilse Sietsma                         	LYA	NED	   50,62	Heerenveen (NED)         	6 Jan 2020
 3363	Sofya Kuzina                         	L? 	RUS	   50,62	Kolomna (RUS)            	16 Feb 2020
 3363	Madelon Reijne                       	LN4	NED	   50,62	Heerenveen (NED)         	2 Mar 2020
 3368	Alina Torstina                       	L? 	RUS	   50,63	Kolomna (RUS)            	14 Mar 2020
 3369	Yumeng Wei                           	L? 	CHN	   50,64	Harbin (CHN)             	6 Dec 2019
 3369	Maria Morosanu                       	LC2	ROU	   50,64	Zakopane (POL)           	20 Dec 2019
 3369	Ulyana Glukhova                      	LYB	RUS	   50,64	Chelyabinsk (RUS)        	4 Feb 2020
 3372	Yuna Nakazawa                        	L? 	JPN	   50,65	Chino (JPN)              	2 Feb 2020
 3372	Lena Kohlisch                        	LYA	GER	   50,65	Erfurt (GER)             	22 Feb 2020
 3374	Amelia Pańczyszyn                    	LYD	POL	   50,66	Collalbo (ITA)           	12 Jan 2020
 3374	Ilse Hofstee                         	LA1	NED	   50,66	Heerenveen (NED)         	8 Feb 2020
 3374	Marije Anema                         	LC1	NED	   50,66	Leeuwarden (NED)         	23 Feb 2020
 3377	Wieke Eikelenboom                    	LYA	NED	   50,67	Haarlem (NED)            	15 Dec 2019
 3377	Darya Cyvunina                       	L? 	RUS	   50,67	Saint Petersburg (RUS)   	9 Feb 2020
 3379	Margarita Lavrinchuk                 	LYA	RUS	   50,68	Moscow (RUS)             	6 Feb 2020
 3379	Viktoriya Edalova                    	LC1	RUS	   50,68	Kolomna (RUS)            	7 Mar 2020
 3381	Lena Budzan                          	LYC	POL	   50,69	Zakopane (POL)           	15 Feb 2020
 3382	Melissa Buis                         	LYA	NED	   50,70	Heerenveen (NED)         	16 Nov 2019
 3383	Darya Popova (2004)                  	LB1	RUS	   50,71	Vologda (RUS)            	14 Dec 2019
 3383	Floortje Bouman                      	LB1	NED	   50,71	Utrecht (NED)            	26 Jan 2020
 3383	Hilde Dijkers                        	LC2	NED	   50,71	Den Haag (NED)           	8 Mar 2020
 3386	Nathalie Touwen                      	LSA	NED	   50,72	Heerenveen (NED)         	20 Jul 2019
 3386	Elizaveta Verzakova                  	LN1	RUS	   50,72	Chelyabinsk (RUS)        	8 Oct 2019
 3386	Hanneke Goud                         	LN1	NED	   50,72	Enschede (NED)           	7 Dec 2019
 3386	Angelina Chichkova                   	L? 	RUS	   50,72	Kolomna (RUS)            	19 Jan 2020
 3386	Nonose Aoki                          	L? 	JPN	   50,72	Chino (JPN)              	2 Feb 2020
 3391	Alina Schwindt                       	LYA	GER	   50,73	Inzell (GER)             	18 Jan 2020
 3391	Femke Elgersma                       	LN1	NED	   50,73	Groningen (NED)          	1 Feb 2020
 3391	Ekaterina Zavyalova                  	LC1	RUS	   50,73	Kirov (RUS)              	2 Mar 2020
 3394	Janine Postma                        	LYA	NED	   50,74	Heerenveen (NED)         	20 Jan 2020
 3395	Yuliya Statilko                      	L? 	RUS	   50,75	Saint Petersburg (RUS)   	10 Feb 2020
 3396	Natalya Rulkova                      	L50	RUS	   50,76	Kolomna (RUS)            	7 Mar 2020
 3397	Yinuo He                             	L? 	CHN	   50,77	Harbin (CHN)             	4 Jan 2020
 3397	Akane Kumazaki                       	L? 	JPN	   50,77	Chino (JPN)              	2 Feb 2020
 3399	Jette Beek                           	LYA	NED	   50,78	Enschede (NED)           	15 Dec 2019
 3399	Bianca Moise                         	LYA	ROU	   50,78	Zakopane (POL)           	22 Dec 2019
 3401	Lotte Veenstra                       	LB2	NED	   50,79	Asker (NOR)              	28 Nov 2019
 3401	Barbara Heerschop                    	L65	NED	   50,79	Leeuwarden (NED)         	1 Dec 2019
 3401	Stefanie Koot                        	LYB	NED	   50,79	Heerenveen (NED)         	14 Dec 2019
 3401	Marja Haartsen                       	L45	NED	   50,79	Leeuwarden (NED)         	21 Dec 2019
 3405	Corina de Vrieze                     	L35	NED	   50,80	Breda (NED)              	8 Feb 2020
 3406	Eva-Sofie Elferink                   	LYC	NED	   50,81	Groningen (NED)          	21 Dec 2019
 3407	Mayu Fujiwara                        	L? 	JPN	   50,83	Ikaho (JPN)              	26 Dec 2019
 3407	Yuna Fujita                          	L? 	JPN	   50,83	Akan (JPN)               	18 Jan 2020
 3409	Xiaomeng Tian                        	L? 	CHN	   50,84	Harbin (CHN)             	15 Nov 2019
 3410	Carolien van Asseldonk               	L35	NED	   50,85	Eindhoven (NED)          	8 Feb 2020
 3410	Marit Bouwman                        	LC2	NED	   50,85	Heerenveen (NED)         	8 Feb 2020
 3410	Sanne Strijker                       	LB1	NED	   50,85	Dronten (NED)            	29 Feb 2020
 3410	Katsuyo Takeuchi                     	L55	JPN	   50,85	Calgary (CAN)            	1 Mar 2020
 3410	Lova Nyström Eliasson                	LC2	SWE	   50,85	Hamar (NOR)              	8 Mar 2020
 3415	Melle Boeijen                        	LYA	NED	   50,86	Heerenveen (NED)         	23 Dec 2019
 3415	Andrea Caon                          	LN4	COL	   50,86	Salt Lake City (USA)     	6 Mar 2020
 3417	Femke Jongenotter                    	LN2	NED	   50,87	Alkmaar (NED)            	9 Nov 2019
 3417	Mariya Moskaleva (2005)              	LC2	RUS	   50,87	Irkutsk (RUS)            	21 Dec 2019
 3417	Magdalena Stapińska                  	LC2	POL	   50,87	Zakopane (POL)           	18 Jan 2020
 3417	Reinate Bathoorn                     	LA1	NED	   50,87	Groningen (NED)          	7 Mar 2020
 3421	Yuliya Esipenko                      	LC2	RUS	   50,88	Irkutsk (RUS)            	14 Dec 2019
 3422	Bo Hoogvorst                         	LYC	NED	   50,89	Den Haag (NED)           	8 Dec 2019
 3422	Lianne Verhoeven                     	LN3	NED	   50,89	Breda (NED)              	15 Feb 2020
 3424	Gus de Bruin                         	LB1	NED	   50,90	Amsterdam (NED)          	30 Nov 2019
 3425	Ariana Marin                         	LYC	ROU	   50,91	Inzell (GER)             	9 Feb 2020
 3425	Jayva Andersen                       	L? 	CAN	   50,91	Calgary (CAN)            	16 Feb 2020
 3425	Sue Steckle                          	L45	CAN	   50,91	Calgary (CAN)            	1 Mar 2020
 3425	Cleo Elenbaas                        	LC1	NED	   50,91	Amsterdam (NED)          	8 Mar 2020
 3425	Viktoriya Taskaeva                   	LYA	RUS	   50,91	Kolomna (RUS)            	14 Mar 2020
 3430	Emilie Fransen                       	LYB	NED	   50,92	Haarlem (NED)            	15 Dec 2019
 3430	Kako Numata                          	L? 	JPN	   50,92	Sapporo (JPN)            	16 Feb 2020
 3430	Olesya Mochalova                     	LC2	RUS	   50,92	Kirov (RUS)              	1 Mar 2020
 3430	Ekaterina Kuzmina (2006)             	LC1	RUS	   50,92	Chelyabinsk (RUS)        	11 Mar 2020
 3434	Saline Verkerk                       	LA1	NED	   50,93	Heerenveen (NED)         	2 Mar 2020
 3435	Lyubov Polyakova                     	L? 	RUS	   50,94	Kirov (RUS)              	14 Feb 2020
 3435	Nene Tanba                           	L? 	JPN	   50,94	Tomakomai (JPN)          	22 Feb 2020
 3437	Darya Leushuis                       	LYA	NED	   50,95	Enschede (NED)           	30 Nov 2019
 3437	Mishel Mochan                        	LC2	RUS	   50,95	Chelyabinsk (RUS)        	4 Mar 2020
 3439	Lindsay Rood                         	LB2	NED	   50,96	Alkmaar (NED)            	1 Feb 2020
 3439	Jelly Hiemstra                       	LYA	NED	   50,96	Leeuwarden (NED)         	1 Mar 2020
 3439	Emmeline Berentsen                   	LYA	NOR	   50,96	Hamar (NOR)              	8 Mar 2020
 3442	Anastasiya Filkina                   	L? 	RUS	   50,97	Saint Petersburg (RUS)   	19 Nov 2019
 3442	Romy Busch                           	LC2	NED	   50,97	Leeuwarden (NED)         	26 Jan 2020
 3442	Jenieke Kuiken                       	LC2	NED	   50,97	Leeuwarden (NED)         	1 Mar 2020
 3442	Josefine Henriksen                   	LYA	NOR	   50,97	Hamar (NOR)              	7 Mar 2020
 3446	Elise Lian                           	LC1	NOR	   50,98	Hamar (NOR)              	1 Dec 2019
 3446	Veerle Zwart                         	LYA	NED	   50,98	Haarlem (NED)            	15 Dec 2019
 3446	Albina Makhmudova                    	L? 	RUS	   50,98	Irkutsk (RUS)            	3 Jan 2020
 3446	Kinga Lejba                          	LYB	POL	   50,98	Tomaszów-Mazowiecki (POL)	7 Mar 2020
 3450	Aleksandra Niemiec                   	LC2	POL	   50,99	Tomaszów-Mazowiecki (POL)	18 Aug 2019
 3450	Mariska van 't Klooster              	LSA	NED	   50,99	Tilburg (NED)            	16 Nov 2019
 3450	Noa Doumi                            	L? 	JPN	   50,99	Kushiro (JPN)            	7 Dec 2019
 3450	Jasmine Belisle                      	L? 	CAN	   50,99	Calgary (CAN)            	11 Jan 2020
 3450	Elena Korepanova                     	LB1	RUS	   50,99	Omsk (RUS)               	6 Feb 2020
 3450	Inge Pelgröm                         	LA2	NED	   50,99	Deventer (NED)           	8 Feb 2020
 3450	Daria Filipovich                     	L? 	BLR	   50,99	Minsk (BLR)              	13 Mar 2020
 3457	Valeriya Vinogradova                 	LC1	RUS	   51,00	Divnogorsk (RUS)         	11 Jan 2020
 3457	Anna van der Graaf                   	LC1	NED	   51,00	Leeuwarden (NED)         	2 Feb 2020
 3459	Olga Tikhonova                       	L45	RUS	   51,01	Moscow (RUS)             	25 Jan 2020
 3459	Anastasiya Vertkova                  	L? 	KAZ	   51,01	Nur-Sultan (KAZ)         	5 Feb 2020
 3459	Biborka Végh                         	L? 	HUN	   51,01	Inzell (GER)             	8 Feb 2020
 3459	Viktoriya Medvedeva (2007)           	LYB	RUS	   51,01	Kolomna (RUS)            	15 Feb 2020
 3463	Darya Trostina                       	L? 	RUS	   51,02	Nizhny Novgorod (RUS)    	3 Jan 2020
 3463	Marijke Hoekstra                     	LN2	NED	   51,02	Groningen (NED)          	1 Feb 2020
 3463	Geertje de Boer                      	LC1	NED	   51,02	Leeuwarden (NED)         	2 Feb 2020
 3463	Alisa Vereshhagina                   	L? 	RUS	   51,02	Kolomna (RUS)            	16 Feb 2020
 3467	Jill Lomme                           	LC2	NED	   51,03	Eindhoven (NED)          	2 Feb 2020
 3468	Evelien Diderich                     	LC1	NED	   51,04	Haarlem (NED)            	8 Dec 2019
 3469	Femke van der Meulen                 	LC1	NED	   51,05	Leeuwarden (NED)         	15 Dec 2019
 3469	Lisa Nilzén                          	LYA	SWE	   51,05	Heerenveen (NED)         	29 Feb 2020
 3471	Darya Seregina                       	L? 	KAZ	   51,06	Nur-Sultan (KAZ)         	16 Jan 2020
 3472	Hongyu Lyu                           	L? 	CHN	   51,07	Harbin (CHN)             	6 Dec 2019
 3472	Lisa-Jasmin Nothard                  	LYB	GER	   51,07	Erfurt (GER)             	22 Feb 2020
 3474	Pam Brinkcate                        	LC2	NED	   51,08	Enschede (NED)           	18 Jan 2020
 3474	Addison Bowie                        	L? 	CAN	   51,08	Calgary (CAN)            	16 Feb 2020
 3476	Muriel van der Spek                  	LSA	NED	   51,09	Enschede (NED)           	15 Feb 2020
 3477	Marina Panova                        	L? 	RUS	   51,10	Chelyabinsk (RUS)        	7 Nov 2019
 3477	Ute Zillmann                         	L60	GER	   51,10	Inzell (GER)             	12 Jan 2020
 3477	Merel Bisschops                      	LB1	NED	   51,10	Eindhoven (NED)          	15 Feb 2020
 3477	Valentina Stadlhofer                 	LYC	AUT	   51,10	Inzell (GER)             	22 Feb 2020
 3481	Leah Choi                            	LYB	USA	   51,11	Salt Lake City (USA)     	31 Aug 2019
 3481	Irina Kulikova                       	LB1	RUS	   51,11	Irkutsk (RUS)            	3 Jan 2020
 3481	Janneke Bos                          	LYA	NED	   51,11	Enschede (NED)           	18 Jan 2020
 3481	Irene Villani                        	LC2	ITA	   51,11	Baselga di Pinè (ITA)    	19 Jan 2020
 3481	Aleksandra Vysoczkaya                	LYA	RUS	   51,11	Chelyabinsk (RUS)        	4 Feb 2020
 3486	Janique Scholte                      	LB2	NED	   51,12	Den Haag (NED)           	19 Oct 2019
 3486	Yvonne van der Voort                 	L40	NED	   51,12	Amsterdam (NED)          	1 Dec 2019
 3486	Polina Fidirko                       	LYB	RUS	   51,12	Ekaterinburg (RUS)       	16 Feb 2020
 3486	Gabrielle Oetomo                     	LYA	CAN	   51,12	Fort Saint John (CAN)    	23 Feb 2020
 3486	Merit de Bruin                       	LC1	NED	   51,12	Haarlem (NED)            	29 Feb 2020
 3491	Lune Brandsema                       	LC1	NED	   51,13	Heerenveen (NED)         	14 Oct 2019
 3491	Anastasiya Varakina                  	LYA	RUS	   51,13	Kolomna (RUS)            	16 Feb 2020
 3493	Suzette Scheltinga                   	L50	NED	   51,14	Groningen (NED)          	26 Oct 2019
 3493	Elise Prpich                         	L? 	CAN	   51,14	Calgary (CAN)            	16 Feb 2020
 3493	Ana Sofia Santos                     	LYA	COL	   51,14	Salt Lake City (USA)     	6 Mar 2020
 3496	Miki Koyama                          	L? 	JPN	   51,15	Nikko (JPN)              	21 Dec 2019
 3496	Elizaveta Urosova                    	LYB	RUS	   51,15	Kolomna (RUS)            	19 Jan 2020
 3496	Milena Andreeva                      	LYA	RUS	   51,15	Kolomna (RUS)            	16 Feb 2020
 3496	Léa Rondel                           	LYA	FRA	   51,15	Heerenveen (NED)         	29 Feb 2020
 3500	Anik Podufall                        	LYB	GER	   51,16	Berlin (GER)             	25 Jan 2020
 3501	Manaho Sakagami                      	L? 	JPN	   51,17	Ikaho (JPN)              	18 Jan 2020
 3501	Vladislava Kostyleva                 	L? 	RUS	   51,17	Kolomna (RUS)            	15 Feb 2020
 3501	Yuzuki Miyaura                       	L? 	JPN	   51,17	Sapporo (JPN)            	16 Feb 2020
 3501	Elizabeth Smith                      	LC1	CAN	   51,17	Fort Saint John (CAN)    	22 Feb 2020
 3505	Natálie Doležalová                   	LYA	CZE	   51,18	Inzell (GER)             	30 Nov 2019
 3505	Kseniya Grigoreva (2005)             	LC2	RUS	   51,18	Kirov (RUS)              	15 Feb 2020
 3505	Patrycja Turlik                      	LYC	POL	   51,18	Tomaszów-Mazowiecki (POL)	7 Mar 2020
