2019-2020 500m Ladies

  592	Sakura Watanabe                      	L? 	JPN	   42,38	Obihiro (JPN)            	8 Dec 2019
  592	Zuzanna Sączek                       	LB2	POL	   42,38	Zakopane (POL)           	20 Dec 2019
  592	Alisa Bekker                         	LB2	RUS	   42,38	Chelyabinsk (RUS)        	4 Mar 2020
  595	Lisan van der Linde                  	LB2	NED	   42,39	Heerenveen (NED)         	28 Feb 2020
  596	Daphne Iskes                         	LB2	NED	   42,40	Heerenveen (NED)         	7 Dec 2019
  596	Seung-Hyun Lee (2003)                	LB1	KOR	   42,40	Seoul (KOR)              	19 Feb 2020
  598	Juliette Grenier                     	LA2	CAN	   42,41	Calgary (CAN)            	19 Oct 2019
  598	Siyu Chen                            	LN3	CHN	   42,41	Hailar (CHN)             	25 Oct 2019
  598	Yuna Yoshimura                       	LN1	JPN	   42,41	Ikaho (JPN)              	21 Dec 2019
  598	Lindsey Woodbury                     	LB2	USA	   42,41	Salt Lake City (USA)     	27 Dec 2019
  598	Yoon-Ji Kim                          	LB2	KOR	   42,41	Seoul (KOR)              	15 Jan 2020
  598	Aiko Takayama                        	L? 	JPN	   42,41	Hachinohe-Nagane (JPN)   	8 Feb 2020
  598	Urszula Mrugała                      	LA1	POL	   42,41	Inzell (GER)             	15 Feb 2020
  605	Ziyi Zheng                           	LN2	CHN	   42,42	Hailar (CHN)             	25 Oct 2019
  605	Polina Andreeva (2001)               	LA1	RUS	   42,42	Chelyabinsk (RUS)        	31 Jan 2020
  605	Julie Berg Sjøbrend                  	LA1	NOR	   42,42	Hamar (NOR)              	8 Mar 2020
  608	Irina Salnikova                      	LB1	RUS	   42,43	Kolomna (RUS)            	5 Nov 2019
  608	Alison Desmarais                     	LN4	CAN	   42,43	Calgary (CAN)            	1 Feb 2020
  610	Mana Endo                            	L? 	JPN	   42,45	Obihiro (JPN)            	3 Nov 2019
  610	Kamila Khanbalaeva                   	LC1	RUS	   42,45	Moscow (RUS)             	5 Nov 2019
  610	Sandra Dekker                        	LN2	NED	   42,45	Heerenveen (NED)         	30 Nov 2019
  610	Chae-Rin Kim                         	LC1	KOR	   42,45	Seoul (KOR)              	17 Jan 2020
  610	Kumiko Hori                          	L? 	JPN	   42,45	Nagano (JPN)             	9 Feb 2020
  615	Mariya Minibaeva                     	LN1	RUS	   42,46	Kolomna (RUS)            	23 Oct 2019
  615	Kanako Iijima                        	LN3	JPN	   42,46	Nagano (JPN)             	26 Dec 2019
  615	Natsumi Ookawa                       	LA1	JPN	   42,46	Obihiro (JPN)            	23 Jan 2020
  615	Alena Krivonogova (2003)             	LB1	RUS	   42,46	Chelyabinsk (RUS)        	4 Mar 2020
  619	Darya Gorbatenko                     	LN3	RUS	   42,47	Kolomna (RUS)            	23 Oct 2019
  619	Rui Lyu                              	LA2	CHN	   42,47	Hailar (CHN)             	25 Oct 2019
  619	Chiara Betti                         	LA1	ITA	   42,47	Inzell (GER)             	25 Oct 2019
  619	Rena Takebayashi                     	LC2	JPN	   42,47	Obihiro (JPN)            	8 Dec 2019
  619	Chihiro Furukawa                     	L? 	JPN	   42,47	Nagano (JPN)             	9 Feb 2020
  619	Sofie Adeberg                        	LC1	GER	   42,47	Inzell (GER)             	29 Feb 2020
  625	Ying Liu                             	LSA	CHN	   42,48	Hailar (CHN)             	25 Oct 2019
  625	Piper Yde                            	LC2	USA	   42,48	Calgary (CAN)            	10 Nov 2019
  627	Mariia Shostak                       	LA2	UKR	   42,49	Minsk (BLR)              	31 Jan 2020
  627	Mariya Agapitova                     	LB2	RUS	   42,49	Chelyabinsk (RUS)        	4 Mar 2020
  629	Jia Ren                              	LN3	CHN	   42,50	Hailar (CHN)             	25 Oct 2019
  629	Siying Dong                          	LA1	CHN	   42,50	Hailar (CHN)             	25 Oct 2019
  631	Evelieke Kool                        	LA2	NED	   42,51	Inzell (GER)             	28 Dec 2019
  632	Marije van der Spek                  	LB2	NED	   42,52	Leeuwarden (NED)         	22 Dec 2019
  632	Ami Yamaguchi                        	L? 	JPN	   42,52	Nagano (JPN)             	9 Feb 2020
  634	Alina Bukina                         	LN1	RUS	   42,53	Kolomna (RUS)            	23 Oct 2019
  634	Lidia Tempert                        	LA2	NED	   42,53	Leeuwarden (NED)         	22 Dec 2019
  634	Adrianna Kluk                        	LB1	POL	   42,53	Inzell (GER)             	21 Feb 2020
  634	Arina Krylova                        	LC2	RUS	   42,53	Kolomna (RUS)            	24 Feb 2020
  638	Abbey Young                          	LN1	CAN	   42,54	Calgary (CAN)            	19 Oct 2019
  638	Vladislava Pervushina                	LB1	RUS	   42,54	Chelyabinsk (RUS)        	11 Dec 2019
  638	Mariya Chibisova                     	LYA	RUS	   42,54	Moscow (RUS)             	24 Jan 2020
  641	Fenna de Boer                        	LB2	NED	   42,55	Heerenveen (NED)         	9 Mar 2020
  642	Misaki Katagawa                      	L? 	JPN	   42,56	Obihiro (JPN)            	8 Sep 2019
  642	Yujie Nan                            	L? 	CHN	   42,56	Harbin (CHN)             	15 Nov 2019
  642	Konami Kawamura                      	L? 	JPN	   42,56	Obihiro (JPN)            	7 Dec 2019
  642	Shino Kitashima                      	L? 	JPN	   42,56	Obihiro (JPN)            	23 Jan 2020
  646	Hee-Jin Kim (2004)                   	LC2	KOR	   42,57	Seoul (KOR)              	12 Dec 2019
  646	Sylvie Lloyd                         	LN4	CAN	   42,57	Fort Saint John (CAN)    	25 Jan 2020
  646	Yuuhi Kohata                         	L? 	JPN	   42,57	Nagano (JPN)             	3 Feb 2020
  649	Tessa Huttenhuis                     	LA2	NED	   42,58	Heerenveen (NED)         	29 Feb 2020
  650	Hongyang Yu                          	LB2	CHN	   42,59	Daqing (CHN)             	20 Dec 2019
  650	Miho Honma                           	L? 	JPN	   42,59	Nagano (JPN)             	9 Feb 2020
  652	Nan Xiao                             	LN3	CHN	   42,60	Hailar (CHN)             	25 Oct 2019
  652	Yibing Liu                           	LA2	CHN	   42,60	Changchun (CHN)          	8 Nov 2019
  652	Chiho Tsuruta                        	LN3	JPN	   42,60	Ikaho (JPN)              	30 Nov 2019
  652	Ji-Hye Park (2002)                   	LA1	KOR	   42,60	Seoul (KOR)              	2 Jan 2020
  652	Momoko Tanaka                        	L? 	JPN	   42,60	Nagano (JPN)             	3 Feb 2020
  652	Anastasiya Morozova                  	LC2	RUS	   42,60	Kolomna (RUS)            	24 Feb 2020
  658	Alexa Kebschull                      	LB2	GER	   42,61	Inzell (GER)             	29 Feb 2020
  659	Anke Vos                             	LSA	BEL	   42,62	Inzell (GER)             	4 Oct 2019
  659	Waka Sasabuchi                       	LYB	JPN	   42,62	Obihiro (JPN)            	3 Nov 2019
  659	Yue Fang                             	LA2	CHN	   42,62	Harbin (CHN)             	6 Dec 2019
  659	Kayleigh ter Laak                    	LA1	NED	   42,62	Heerenveen (NED)         	1 Mar 2020
  663	Tomoka Okuaki                        	L? 	JPN	   42,64	Obihiro (JPN)            	7 Dec 2019
  663	Kotone Fukuda                        	LA1	JPN	   42,64	Nagano (JPN)             	26 Dec 2019
  665	Lisanne Buurman                      	LSA	NED	   42,65	Heerenveen (NED)         	11 Nov 2019
  665	Emika Miyagawa                       	L? 	JPN	   42,65	Karuizawa (JPN)          	30 Nov 2019
  665	Maho Karai                           	LN1	JPN	   42,65	Nagano (JPN)             	26 Dec 2019
  665	Chae-Weon Park                       	LB2	KOR	   42,65	Seoul (KOR)              	17 Jan 2020
  665	Mijntje de Jong                      	LC2	NED	   42,65	Heerenveen (NED)         	15 Feb 2020
  665	Sofie Ulset                          	LB1	NOR	   42,65	Heerenveen (NED)         	29 Feb 2020
  671	Maaike Verweij                       	LA2	NED	   42,66	Heerenveen (NED)         	14 Oct 2019
  671	Wen Sun                              	LC2	CHN	   42,66	Harbin (CHN)             	6 Dec 2019
  671	Arianna Sighel                       	LN4	ITA	   42,66	Baselga di Pinè (ITA)    	22 Dec 2019
  674	Donghang Li                          	LB2	CHN	   42,67	Daqing (CHN)             	20 Dec 2019
  674	Azusa Osano                          	L? 	JPN	   42,67	Fujikyu (JPN)            	21 Dec 2019
  674	Su-Yeon Cho                          	LB2	KOR	   42,67	Seoul (KOR)              	19 Feb 2020
  677	Anastasiya Polyakova                 	LA1	RUS	   42,68	Chelyabinsk (RUS)        	23 Jan 2020
  677	Sophie Kraaijeveld                   	LB1	NED	   42,68	Heerenveen (NED)         	29 Feb 2020
  679	Haike Verbree                        	LN4	NED	   42,69	Heerenveen (NED)         	26 Dec 2019
  679	Kseniya Korzhova                     	LC2	RUS	   42,69	Chelyabinsk (RUS)        	4 Mar 2020
  681	Chang Lu (2002)                      	LB2	CHN	   42,71	Changchun (CHN)          	20 Sep 2019
  681	Dong-Hee Kim                         	LA2	KOR	   42,71	Seoul (KOR)              	6 Nov 2019
  683	Palina Palukarava                    	LN2	BLR	   42,72	Minsk (BLR)              	1 Nov 2019
  683	Valentina Espinosa                   	LN2	ARG	   42,72	Salt Lake City (USA)     	16 Nov 2019
  683	Nikita Praag                         	LB2	NED	   42,72	Leeuwarden (NED)         	22 Dec 2019
  683	Laurence Paquet                      	LN3	CAN	   42,72	Calgary (CAN)            	3 Jan 2020
  687	Danielle van Zanten                  	LB2	NED	   42,73	Heerenveen (NED)         	23 Dec 2019
  687	Karuna Koyama                        	LN1	JPN	   42,73	Nagano (JPN)             	26 Dec 2019
  689	Jia Li                               	LB2	CHN	   42,74	Changchun (CHN)          	20 Sep 2019
  689	Molly Johnson                        	LA2	CAN	   42,74	Calgary (CAN)            	22 Sep 2019
  689	Leonie Mayrhofer                     	LB1	GER	   42,74	Inzell (GER)             	15 Feb 2020
  689	Larissa Flade                        	LC2	GER	   42,74	Inzell (GER)             	29 Feb 2020
  689	Vanessa Andreatta                    	LC2	ITA	   42,74	Heerenveen (NED)         	29 Feb 2020
  689	Raziya Gadzhiumarova                 	LB1	RUS	   42,74	Chelyabinsk (RUS)        	4 Mar 2020
  695	Eva van Til                          	LN1	NED	   42,75	Heerenveen (NED)         	29 Sep 2019
  695	Nikki van der Zee                    	LN2	NED	   42,75	Inzell (GER)             	4 Oct 2019
  697	Annebet Dekker                       	LA1	NED	   42,76	Heerenveen (NED)         	28 Sep 2019
  697	Kseniya Gagarina                     	LN3	RUS	   42,76	Kolomna (RUS)            	11 Oct 2019
  697	Ekaterina Plachinda                  	LN2	RUS	   42,76	Kolomna (RUS)            	5 Nov 2019
  697	Katja Lutz                           	LSA	SUI	   42,76	Inzell (GER)             	8 Nov 2019
  701	Eline Jansen (2002)                  	LA1	NED	   42,77	Inzell (GER)             	16 Nov 2019
  701	Yuki Kimura                          	L? 	JPN	   42,77	Ikaho (JPN)              	30 Nov 2019
  701	Emily Hohendorf                      	LC2	GER	   42,77	Inzell (GER)             	29 Feb 2020
  701	Dalia Soberanis                      	LN4	GUA	   42,77	Salt Lake City (USA)     	6 Mar 2020
  705	Honoka Kumagai                       	L? 	JPN	   42,78	Ikaho (JPN)              	30 Nov 2019
  705	Bibi Arts                            	LC2	NED	   42,78	Heerenveen (NED)         	23 Dec 2019
  705	Karin Utsumi                         	L? 	JPN	   42,78	Nagano (JPN)             	3 Feb 2020
  705	Alina Blinova                        	LC1	RUS	   42,78	Kolomna (RUS)            	7 Mar 2020
  709	Erika Lindgren                       	LN1	SWE	   42,79	Inzell (GER)             	18 Oct 2019
  709	Sofie Bouw                           	LC2	NED	   42,79	Heerenveen (NED)         	31 Dec 2019
  709	Caihong Wang                         	LB2	CHN	   42,79	Harbin (CHN)             	2 Jan 2020
  709	Lyubov Kuryleva                      	L30	RUS	   42,79	Kolomna (RUS)            	7 Mar 2020
  709	Clarissa van Maaren                  	LSA	NED	   42,79	Nijmegen (NED)           	8 Mar 2020
  714	Jiayi Xue                            	LB1	CHN	   42,80	Heerenveen (NED)         	21 Sep 2019
  714	Karina Rakhmatova                    	LA2	RUS	   42,80	Chelyabinsk (RUS)        	29 Nov 2019
  714	Nadezhda Blinova                     	LA1	RUS	   42,80	Chelyabinsk (RUS)        	7 Dec 2019
  717	Anna Kubo                            	LC2	JPN	   42,81	Obihiro (JPN)            	7 Dec 2019
  717	Sijia Chen (2005)                    	LC2	CHN	   42,81	Changchun (CHN)          	9 Jan 2020
  717	Lotte Bakker (2003)                  	LB1	NED	   42,81	Heerenveen (NED)         	15 Feb 2020
  717	Ayu Noake                            	L? 	JPN	   42,81	Obihiro (JPN)            	22 Feb 2020
  717	Nanaka Obara                         	L? 	JPN	   42,81	Obihiro (JPN)            	22 Feb 2020
  717	Zofia Braun                          	LYA	POL	   42,81	Heerenveen (NED)         	28 Feb 2020
  723	Yasmijn Jorritsma                    	LA2	NED	   42,82	Heerenveen (NED)         	23 Nov 2019
  724	Loes Busser                          	LB1	NED	   42,83	Heerenveen (NED)         	26 Dec 2019
  724	Cerinthe de Jonge                    	LC2	NED	   42,83	Heerenveen (NED)         	29 Feb 2020
  724	Kseniya Nikitina                     	LB1	RUS	   42,83	Chelyabinsk (RUS)        	4 Mar 2020
  727	Rion Tahara                          	L? 	JPN	   42,84	Obihiro (JPN)            	23 Jan 2020
  727	Kureha Ito                           	L? 	JPN	   42,84	Nagano (JPN)             	9 Feb 2020
  727	Mayke Koster                         	LA1	NED	   42,84	Heerenveen (NED)         	24 Feb 2020
  730	Madelief de Jong                     	LN1	NED	   42,85	Heerenveen (NED)         	27 Oct 2019
  730	Julia de Vos                         	LC1	NED	   42,85	Leeuwarden (NED)         	2 Jan 2020
  730	Emma Noz                             	LC2	NED	   42,85	Enschede (NED)           	1 Feb 2020
  730	Olga Trokhina                        	LB1	RUS	   42,85	Kolomna (RUS)            	21 Feb 2020
  730	Alina Malekova                       	LC2	RUS	   42,85	Kolomna (RUS)            	24 Feb 2020
  735	Kiri Tanaka                          	L? 	JPN	   42,86	Ikaho (JPN)              	1 Dec 2019
  735	Yurie Sawajiri                       	L? 	JPN	   42,86	Obihiro (JPN)            	7 Dec 2019
  735	Semmie Bakker                        	LB1	NED	   42,86	Inzell (GER)             	28 Dec 2019
  735	Xiuzhen Jin                          	LC2	CHN	   42,86	Harbin (CHN)             	2 Jan 2020
  735	Chloe Beauchesne                     	LA1	CAN	   42,86	Calgary (CAN)            	5 Jan 2020
  735	Albina Yaskova                       	LC2	RUS	   42,86	Kolomna (RUS)            	24 Feb 2020
  741	Grace Oh                             	LB2	USA	   42,87	Salt Lake City (USA)     	1 Sep 2019
  741	Nozomi Sasaki                        	L? 	JPN	   42,87	Obihiro (JPN)            	7 Dec 2019
  741	Aaralyn McGill                       	LC2	CAN	   42,87	Calgary (CAN)            	5 Jan 2020
  741	Yun Huang                            	LSA	TPE	   42,87	Salt Lake City (USA)     	11 Feb 2020
  741	Valeriya Androsova                   	LB2	RUS	   42,87	Kolomna (RUS)            	7 Mar 2020
  746	Jiaxuan Li                           	LB1	CHN	   42,88	Changchun (CHN)          	8 Nov 2019
  746	Jin-Joo Hong                         	LB2	KOR	   42,88	Seoul (KOR)              	17 Jan 2020
  748	Melissa Schaefer                     	LC1	GER	   42,89	Heerenveen (NED)         	29 Feb 2020
  749	Kari-Celine Reiss-Jacobsen           	LB2	NOR	   42,90	Hamar (NOR)              	3 Nov 2019
  749	Lara van Son                         	LB1	NED	   42,90	Heerenveen (NED)         	8 Feb 2020
  749	Silke Hijma                          	LB1	NED	   42,90	Heerenveen (NED)         	28 Feb 2020
  752	Teresa Moreno                        	LN1	ESP	   42,91	Inzell (GER)             	2 Nov 2019
  752	Kono Wakahara                        	L? 	JPN	   42,91	Obihiro (JPN)            	7 Dec 2019
  752	Won-Jee Lee                          	LC2	KOR	   42,91	Seoul (KOR)              	12 Dec 2019
  755	Enlik Zhardembek                     	LB1	KAZ	   42,92	Nur-Sultan (KAZ)         	4 Feb 2020
  756	Huihan Wang                          	LN4	CHN	   42,93	Changchun (CHN)          	20 Sep 2019
  757	Elena Chebotareva                    	LC2	RUS	   42,94	Kolomna (RUS)            	14 Dec 2019
  757	Anouk van Leest                      	LB1	NED	   42,94	Enschede (NED)           	1 Feb 2020
  757	Aurelia Mulsow                       	LB1	GER	   42,94	Inzell (GER)             	29 Feb 2020
  760	Linda Gretter                        	LN1	ITA	   42,95	Collalbo (ITA)           	7 Dec 2019
  760	Ayumi Hoshikawa                      	L? 	JPN	   42,95	Nagano (JPN)             	9 Feb 2020
  762	Yunqi Liu                            	LYA	CHN	   42,97	Harbin (CHN)             	4 Jan 2020
  763	Darya Shmeleva                       	LA2	RUS	   42,98	Moscow (RUS)             	5 Nov 2019
  763	Shuna Akama                          	L? 	JPN	   42,98	Obihiro (JPN)            	7 Dec 2019
  763	Sylvia de Vries                      	LC2	NED	   42,98	Heerenveen (NED)         	3 Feb 2020
  763	Anna Kuprikova                       	LC1	RUS	   42,98	Olenegorsk (RUS)         	6 Feb 2020
  763	Lina Poddubnaia                      	LC1	GER	   42,98	Heerenveen (NED)         	29 Feb 2020
  768	Zuzana Kuršová                       	LB2	CZE	   42,99	Inzell (GER)             	30 Nov 2019
  768	Wenjie Dai                           	L? 	CHN	   42,99	Harbin (CHN)             	4 Jan 2020
  768	Eliana Fuchs                         	LA1	USA	   42,99	Milwaukee (USA)          	25 Jan 2020
  768	Elanne de Vries                      	LC1	NED	   42,99	Heerenveen (NED)         	15 Feb 2020
  768	Mariya Gudoshnikova                  	LC2	RUS	   42,99	Kolomna (RUS)            	24 Feb 2020
  768	Liotte Smits                         	LA2	NED	   42,99	Heerenveen (NED)         	2 Mar 2020
  774	Amanda Mitchell                      	LA1	CAN	   43,00	Calgary (CAN)            	5 Jan 2020
  774	Sabrina Abdulazizova                 	LC2	RUS	   43,00	Kolomna (RUS)            	24 Feb 2020
  776	Renata Velthuijsen                   	LSA	NED	   43,01	Heerenveen (NED)         	5 Oct 2019
  776	Marine Balanant                      	LA1	FRA	   43,01	Enschede (NED)           	24 Nov 2019
  776	Abigail Sorenson                     	LB2	USA	   43,01	Salt Lake City (USA)     	27 Dec 2019
  779	Ashley Hannah                        	LN2	CAN	   43,03	Calgary (CAN)            	19 Oct 2019
  779	Ekaterina Kazakova (2005)            	LC2	RUS	   43,03	Kolomna (RUS)            	24 Feb 2020
  779	Evelien van der Kist                 	L30	NED	   43,03	Calgary (CAN)            	1 Mar 2020
  782	Kseniya Evgrafova                    	LN3	RUS	   43,04	Kolomna (RUS)            	11 Oct 2019
  782	Femke Markus (1996)                  	LN4	NED	   43,04	Hoorn (NED)              	16 Nov 2019
  782	Maike Kroes                          	LN3	NED	   43,04	Heerenveen (NED)         	29 Feb 2020
  785	Alena Krasnoshhekova                 	LYA	RUS	   43,05	Moscow (RUS)             	4 Dec 2019
  785	Yue Yang                             	LSA	CHN	   43,05	Changchun (CHN)          	9 Jan 2020
  785	Iga Smejda                           	LC1	POL	   43,05	Tomaszów-Mazowiecki (POL)	16 Feb 2020
  788	Darya Pavlova (2003)                 	LB2	RUS	   43,06	Kolomna (RUS)            	11 Oct 2019
  788	Jee-Hee Yang                         	LC2	KOR	   43,06	Seoul (KOR)              	6 Nov 2019
  788	Thirza Sierdsma                      	LA2	NED	   43,06	Heerenveen (NED)         	6 Jan 2020
  788	Nora Kästner                         	LC2	GER	   43,06	Inzell (GER)             	29 Feb 2020
  792	Kyouka Hosoda                        	L? 	JPN	   43,07	Ikaho (JPN)              	30 Nov 2019
  792	Han-Ul Seo                           	LYA	KOR	   43,07	Seoul (KOR)              	12 Dec 2019
  792	Yumeka Shishida                      	L? 	JPN	   43,07	Obihiro (JPN)            	23 Jan 2020
  795	Tian Zheng (1999)                    	LB1	CHN	   43,08	Changchun (CHN)          	8 Nov 2019
  795	Mariya Syryanaya                     	LYA	RUS	   43,08	Moscow (RUS)             	4 Dec 2019
  795	Yauheniya Tserashonak                	LB2	BLR	   43,08	Minsk (BLR)              	31 Jan 2020
  795	Yuliya Epifanova                     	LB2	RUS	   43,08	Kolomna (RUS)            	21 Feb 2020
  795	Sydney Terpening                     	LA2	USA	   43,08	Salt Lake City (USA)     	6 Mar 2020
  795	Ekaterina Kazakova (2002)            	LB2	RUS	   43,08	Chelyabinsk (RUS)        	11 Mar 2020
  801	Vera van Ditshuizen                  	LB2	NED	   43,09	Heerenveen (NED)         	20 Oct 2019
  801	Kaede Iwashita                       	L? 	JPN	   43,09	Ikaho (JPN)              	30 Nov 2019
  801	Veerle van Koppen                    	LB1	NED	   43,09	Enschede (NED)           	1 Feb 2020
  804	Anne Ruyssenaars                     	LN3	NED	   43,10	Heerenveen (NED)         	26 Oct 2019
  804	Tilda-Sofiia Oras                    	LN2	FIN	   43,10	Inzell (GER)             	2 Nov 2019
  806	Victoria Keltie Sætersdal            	LN1	NOR	   43,11	Stavanger (NOR)          	27 Oct 2019
  806	Chisato Kuroiwa                      	L? 	JPN	   43,11	Obihiro (JPN)            	3 Nov 2019
  806	Saki Ootsubo                         	L? 	JPN	   43,11	Obihiro (JPN)            	23 Jan 2020
  809	Yuchen Du                            	L? 	CHN	   43,12	Harbin (CHN)             	15 Nov 2019
  809	Zoë Salemi                           	LA1	NED	   43,12	Heerenveen (NED)         	15 Dec 2019
  809	Anna Olkova                          	LA1	RUS	   43,12	Chelyabinsk (RUS)        	31 Jan 2020
  809	Reika Yazaki                         	L? 	JPN	   43,12	Nagano (JPN)             	3 Feb 2020
  813	Janna Bolsius                        	LC2	NED	   43,13	Inzell (GER)             	21 Dec 2019
  813	Arisa Hayashi                        	L? 	JPN	   43,13	Obihiro (JPN)            	23 Jan 2020
  813	Tara Donoghue                        	LA1	IRL	   43,13	Heerenveen (NED)         	1 Feb 2020
  816	Elena Voronina                       	LN3	RUS	   43,14	Chelyabinsk (RUS)        	27 Nov 2019
  816	Alina Salakhova                      	LB2	RUS	   43,14	Kolomna (RUS)            	4 Feb 2020
  816	Kana Nagata                          	L? 	JPN	   43,14	Obihiro (JPN)            	8 Feb 2020
  816	Elizaveta Berkkhajm                  	LB2	KAZ	   43,14	Nur-Sultan (KAZ)         	13 Feb 2020
  820	Brit Qualm                           	LA2	NED	   43,15	Leeuwarden (NED)         	22 Dec 2019
  820	Rose-Anne Grenier                    	LN2	CAN	   43,15	Calgary (CAN)            	3 Jan 2020
  820	Kim Zuiver                           	LN1	NED	   43,15	Heerenveen (NED)         	19 Jan 2020
  820	Anna Shpakova                        	LA1	KAZ	   43,15	Nur-Sultan (KAZ)         	3 Mar 2020
  824	Noa Kleijnendorst                    	LA1	NED	   43,16	Inzell (GER)             	22 Oct 2019
  824	Klaudia Lorenc                       	LA2	POL	   43,16	Inzell (GER)             	21 Feb 2020
  826	Giorgia Aiello                       	LC2	ITA	   43,17	Collalbo (ITA)           	9 Feb 2020
  827	Minori Tsuchiya                      	L? 	JPN	   43,18	Ikaho (JPN)              	30 Nov 2019
  827	Lieke Hoogendoorn                    	LC1	NED	   43,18	Heerenveen (NED)         	11 Dec 2019
  827	Miyuru Kodaira                       	L? 	JPN	   43,18	Nagano (JPN)             	9 Feb 2020
  830	Elizaveta Kuzneczova (2000)          	LA2	KAZ	   43,19	Nur-Sultan (KAZ)         	23 Oct 2019
  830	Do-Young Park                        	LSA	KOR	   43,19	Seoul (KOR)              	26 Dec 2019
  830	Veronica Luciani                     	LN3	ITA	   43,19	Baselga di Pinè (ITA)    	17 Jan 2020
  830	Mariya Loginova                      	LYA	RUS	   43,19	Kolomna (RUS)            	15 Feb 2020
  834	Katia Filippi                        	LB2	ITA	   43,20	Collalbo (ITA)           	7 Dec 2019
  834	Marloes Westerhof                    	L35	NED	   43,20	Heerenveen (NED)         	15 Dec 2019
  834	Maybritt Vigl                        	LC2	ITA	   43,20	Baselga di Pinè (ITA)    	19 Jan 2020
  834	Yuu Sasaki                           	L? 	JPN	   43,20	Nagano (JPN)             	3 Feb 2020
  838	Linlin Wang                          	LB2	CHN	   43,21	Harbin (CHN)             	6 Dec 2019
  838	Mayke Vriesinga                      	LC1	NED	   43,21	Heerenveen (NED)         	16 Dec 2019
  838	Anna Kondo                           	LB1	JPN	   43,21	Obihiro (JPN)            	23 Jan 2020
  838	Nadezhda Fedorova                    	LSA	RUS	   43,21	Kolomna (RUS)            	29 Feb 2020
  838	Rebecca Simmons                      	L30	USA	   43,21	Salt Lake City (USA)     	6 Mar 2020
  838	Mariya Kuzneczova (2004)             	LB1	KAZ	   43,21	Nur-Sultan (KAZ)         	12 Mar 2020
  844	Tosca Mulder                         	LB1	NED	   43,22	Heerenveen (NED)         	24 Nov 2019
  844	Esmée Brommer                        	LB1	NED	   43,22	Heerenveen (NED)         	7 Dec 2019
  846	Judith Krabbenborg                   	LN3	NED	   43,23	Inzell (GER)             	5 Oct 2019
  846	Darya Zavgorodneva                   	LA1	KAZ	   43,23	Nur-Sultan (KAZ)         	3 Mar 2020
  848	Laura Koldemeule                     	LN1	NED	   43,24	Enschede (NED)           	19 Oct 2019
  848	Ayane Kida                           	L? 	JPN	   43,24	Ikaho (JPN)              	1 Dec 2019
  848	Rui Aoki (20140178)                  	L? 	JPN	   43,24	Obihiro (JPN)            	7 Dec 2019
  848	Olesya Tikhonova                     	LB1	RUS	   43,24	Kolomna (RUS)            	21 Feb 2020
  848	Alicja Faderewska                    	LA1	POL	   43,24	Inzell (GER)             	21 Feb 2020
  848	Caitlin Pelkey                       	LA1	CAN	   43,24	Calgary (CAN)            	22 Feb 2020
  848	Claire Liew                          	LB2	CAN	   43,24	Salt Lake City (USA)     	6 Mar 2020
  855	Milou de Lange                       	LC1	NED	   43,25	Heerenveen (NED)         	29 Feb 2020
  856	Fulin Li                             	LN1	CHN	   43,26	Changchun (CHN)          	20 Sep 2019
  856	Akki Kivits                          	LB1	NED	   43,26	Heerenveen (NED)         	31 Dec 2019
  856	Gemma Cooper                         	L30	GBR	   43,26	Calgary (CAN)            	1 Feb 2020
  856	Sterre van Schaik                    	LC2	NED	   43,26	Heerenveen (NED)         	15 Feb 2020
  856	Sietske van der Meer                 	LB1	NED	   43,26	Heerenveen (NED)         	29 Feb 2020
  856	Alina Volkoviczkaya                  	LN1	KAZ	   43,26	Nur-Sultan (KAZ)         	13 Mar 2020
  862	Maartje Geuzebroek                   	LA2	NED	   43,27	Calgary (CAN)            	5 Jan 2020
  862	Mariya Mosyagina                     	LC2	RUS	   43,27	Kolomna (RUS)            	24 Feb 2020
  862	Eva Baslerova                        	L? 	KAZ	   43,27	Medeu (KAZ)              	11 Mar 2020
  865	Marie Bakken Haugli                  	LSA	NOR	   43,28	Inzell (GER)             	4 Oct 2019
  865	Sanne Pfaff                          	LN1	NED	   43,28	Heerenveen (NED)         	6 Oct 2019
  865	Kseniya Ilicheva                     	LB1	RUS	   43,28	Kolomna (RUS)            	4 Feb 2020
  865	Aleksandra Królikowska               	LC1	POL	   43,28	Heerenveen (NED)         	28 Feb 2020
  869	Carien Kleibeuker                    	L40	NED	   43,29	Inzell (GER)             	12 Oct 2019
  869	Darya Gudoshnikova                   	LN1	RUS	   43,29	Nur-Sultan (KAZ)         	14 Oct 2019
  869	Lonneke Uneken                       	LN1	NED	   43,29	Inzell (GER)             	26 Oct 2019
  869	Nanaho Kouno                         	L? 	JPN	   43,29	Nagano (JPN)             	18 Dec 2019
  869	Megan Sokolov                        	LA1	NED	   43,29	Heerenveen (NED)         	24 Feb 2020
  869	Marije Steneker                      	LC2	NED	   43,29	Heerenveen (NED)         	9 Mar 2020
  875	Juliana Ebbens                       	LB2	NED	   43,30	Leeuwarden (NED)         	22 Dec 2019
  875	Kiersten Hagen                       	LN4	CAN	   43,30	Calgary (CAN)            	3 Jan 2020
  875	Sofiya Shepel                        	LA2	RUS	   43,30	Chelyabinsk (RUS)        	23 Jan 2020
  875	Sarah Marie Sanderud                 	LB2	NOR	   43,30	Stavanger (NOR)          	1 Feb 2020
  875	Emma Engbers                         	LSA	NED	   43,30	Heerenveen (NED)         	2 Mar 2020
